Nvit_RNA16008_R3	gene_0
Cbir_RNA7183_R0	gene_584
Dmel_RNA25411_R0	gene_584
Lhum_RNA560_R0	gene_585
Mpha_RNA21501_R0	gene_585
Lhum_RNA561_R0	gene_586
Lhum_RNA2150_R1	gene_587
Aech_RNA5787_R9	gene_588
Dqua_RNA11255_R1	gene_589
Cbir_RNA19691_R1	gene_590
Lhum_RNA1617_R1	gene_591
Lhum_RNA14275_R6	gene_592
Lhum_RNA14886_R2	gene_593
Mpha_RNA3050_R2	gene_593
Lhum_RNA565_R0	gene_594
Lhum_RNA564_R0	gene_595
Cbir_RNA20807_R2	gene_596
Cbir_RNA16918_R0	gene_597
Lhum_RNA568_R0	gene_598
Lhum_RNA2147_R3	gene_599
Lhum_RNA567_R0	gene_600
Lhum_RNA569_R0	gene_601
Mpha_RNA1794_R1	gene_601
Lhum_RNA12815_R7	gene_602
Lhum_RNA15141_R3	gene_603
Sinv_RNA15481_R7	gene_604
Cbir_RNA21543_R9	gene_605
Lhum_RNA574_R0	gene_606
Nvit_RNA25432_R4	gene_607
Aech_RNA5102_R8	gene_608
Cbir_RNA23741_R0	gene_609
Lhum_RNA8168_R2	gene_610
Cbir_RNA16652_R0	gene_611
Sinv_RNA10356_R6	gene_612
Lhum_RNA101_R7	gene_613
Lhum_RNA577_R0	gene_614
Nvit_RNA19717_R8	gene_615
Lhum_RNA6610_R9	gene_616
Lhum_RNA9_R1	gene_617
Lhum_RNA579_R0	gene_618
Nvit_RNA11446_R0	gene_619
Lhum_RNA23913_R5	gene_620
Cbir_RNA9949_R4	gene_621
Sinv_RNA11072_R4	gene_622
Mpha_RNA7392_R1	gene_623
Aech_RNA13160_R1	gene_624
Sinv_RNA17662_R2	gene_625
Sinv_RNA16045_R4	gene_626
Mpha_RNA6556_R0	gene_627
Cbir_RNA24557_R1	gene_627
Dqua_RNA8179_R1	gene_628
Sinv_RNA22098_R2	gene_629
Lhum_RNA584_R0	gene_630
Aech_RNA637_R7	gene_631
Sinv_RNA22024_R0	gene_632
Nvit_RNA5765_R9	gene_633
Lhum_RNA586_R0	gene_634
Lhum_RNA588_R0	gene_635
Lhum_RNA588_R3	gene_636
Cbir_RNA20822_R3	gene_637
Lhum_RNA417_R1	gene_638
Lhum_RNA590_R1	gene_638
Sinv_RNA22058_R2	gene_638
Lhum_RNA589_R0	gene_639
Lhum_RNA647_R4	gene_640
Lhum_RNA593_R0	gene_641
Lhum_RNA287_R2	gene_641
Lhum_RNA419_R2	gene_641
Lhum_RNA114_R6	gene_641
Sinv_RNA22218_R3	gene_641
Mpha_RNA6828_R7	gene_641
Sinv_RNA20282_R8	gene_641
Sinv_RNA16627_R3	gene_641
Lhum_RNA3690_R7	gene_641
Cbir_RNA18872_R2	gene_641
Lhum_RNA6507_R6	gene_642
Lhum_RNA596_R0	gene_643
Lhum_RNA2164_R1	gene_643
Mpha_RNA2956_R3	gene_643
Lhum_RNA597_R0	gene_644
Lhum_RNA579_R6	gene_645
Dmel_RNA12816_R1	gene_646
Cbir_RNA8311_R4	gene_647
Sinv_RNA21675_R0	gene_648
Mpha_RNA1441_R1	gene_649
Mpha_RNA1441_R2	gene_650
Aech_RNA7194_R0	gene_651
Lhum_RNA4949_R6	gene_652
Cbir_RNA1116_R0	gene_653
Sinv_RNA19898_R4	gene_654
Lhum_RNA608_R0	gene_655
Mpha_RNA3981_R6	gene_656
Lhum_RNA609_R0	gene_657
Sinv_RNA21137_R6	gene_658
Nvit_RNA26347_R2	gene_659
Cbir_RNA20774_R4	gene_660
Mpha_RNA1145_R0	gene_661
Mpha_RNA6099_R0	gene_662
Lhum_RNA611_R0	gene_663
Lhum_RNA614_R0	gene_664
Sinv_RNA18101_R0	gene_665
Sinv_RNA19013_R0	gene_666
Aech_RNA637_R5	gene_667
Sinv_RNA14755_R9	gene_668
Sinv_RNA21520_R1	gene_669
Sinv_RNA9300_R1	gene_670
Lhum_RNA615_R0	gene_671
Nvit_RNA18256_R4	gene_672
Sinv_RNA21435_R5	gene_673
Aech_RNA5203_R8	gene_674
Sinv_RNA13034_R5	gene_675
Lhum_RNA617_R0	gene_676
Lhum_RNA125_R1	gene_677
Sinv_RNA4933_R0	gene_678
Aech_RNA14458_R8	gene_679
Lhum_RNA18212_R7	gene_680
Lhum_RNA619_R0	gene_681
Lhum_RNA621_R0	gene_682
Lhum_RNA14607_R2	gene_683
Sinv_RNA21060_R9	gene_684
Sinv_RNA22187_R0	gene_685
Sinv_RNA9300_R0	gene_686
Cbir_RNA16652_R5	gene_687
Lhum_RNA623_R0	gene_688
Aech_RNA5787_R1	gene_689
Lhum_RNA6874_R1	gene_690
Aech_RNA643_R6	gene_691
Lhum_RNA6972_R5	gene_692
Cbir_RNA24541_R4	gene_693
Lhum_RNA5732_R1	gene_694
Cbir_RNA21687_R9	gene_695
Lhum_RNA634_R0	gene_696
Lhum_RNA635_R0	gene_697
Sinv_RNA21840_R5	gene_698
Aech_RNA9965_R1	gene_699
Dqua_RNA21620_R0	gene_700
Nvit_RNA18243_R3	gene_700
Sinv_RNA18289_R0	gene_701
Cbir_RNA11362_R0	gene_702
Mpha_RNA2088_R0	gene_703
Dmel_RNA15112_R9	gene_704
Lhum_RNA637_R0	gene_705
Lhum_RNA5041_R8	gene_706
Lhum_RNA639_R0	gene_707
Dqua_RNA7923_R1	gene_708
Nvit_RNA21574_R4	gene_709
Cbir_RNA13913_R6	gene_710
Mpha_RNA3948_R5	gene_711
Nvit_RNA2720_R1	gene_712
Sinv_RNA22018_R7	gene_713
Lhum_RNA2134_R1	gene_714
Cbir_RNA20252_R6	gene_715
Lhum_RNA642_R0	gene_716
Cbir_RNA18719_R8	gene_717
Lhum_RNA4955_R4	gene_718
Lhum_RNA646_R0	gene_719
Lhum_RNA7849_R2	gene_720
Lhum_RNA3463_R1	gene_721
Lhum_RNA4907_R3	gene_722
Lhum_RNA595_R7	gene_723
Lhum_RNA647_R0	gene_724
Mpha_RNA19736_R3	gene_725
Cbir_RNA1246_R1	gene_726
Cbir_RNA7818_R5	gene_727
Cbir_RNA11775_R1	gene_728
Cbir_RNA171_R5	gene_729
Sinv_RNA5361_R4	gene_730
Cbir_RNA22125_R8	gene_731
Lhum_RNA650_R0	gene_732
Cbir_RNA1048_R4	gene_733
Aech_RNA13421_R4	gene_734
Sinv_RNA9069_R7	gene_735
Lhum_RNA5760_R2	gene_736
Lhum_RNA12725_R1	gene_737
Lhum_RNA9712_R6	gene_738
Sinv_RNA20286_R4	gene_739
Mpha_RNA19809_R4	gene_740
Mpha_RNA12862_R2	gene_741
Lhum_RNA652_R0	gene_742
Lhum_RNA655_R0	gene_743
Lhum_RNA656_R0	gene_743
Sinv_RNA11366_R1	gene_743
Mpha_RNA9929_R2	gene_743
Lhum_RNA653_R0	gene_744
Lhum_RNA17031_R5	gene_745
Lhum_RNA660_R0	gene_746
Mpha_RNA14043_R2	gene_746
Nvit_RNA11176_R0	gene_747
Sinv_RNA10407_R0	gene_748
Mpha_RNA2964_R8	gene_749
Mpha_RNA18337_R8	gene_750
Lhum_RNA662_R0	gene_751
Cbir_RNA20822_R2	gene_752
Cbir_RNA24644_R9	gene_753
Lhum_RNA666_R0	gene_754
Lhum_RNA664_R0	gene_755
Lhum_RNA668_R0	gene_756
Mpha_RNA17483_R0	gene_756
Aech_RNA6377_R0	gene_756
Sinv_RNA10368_R1	gene_757
Mpha_RNA20551_R7	gene_758
Nvit_RNA10856_R0	gene_759
Cbir_RNA20807_R4	gene_760
Lhum_RNA669_R0	gene_761
Cbir_RNA17623_R1	gene_762
Lhum_RNA671_R0	gene_763
Sinv_RNA17914_R1	gene_764
Mpha_RNA17585_R6	gene_765
Mpha_RNA23431_R6	gene_766
Aech_RNA10785_R1	gene_767
Lhum_RNA675_R0	gene_768
Aech_RNA14458_R5	gene_769
Cbir_RNA16922_R2	gene_770
Lhum_RNA1900_R8	gene_771
Cbir_RNA17623_R0	gene_772
Lhum_RNA678_R0	gene_773
Lhum_RNA679_R0	gene_774
Aech_RNA12025_R6	gene_775
Cbir_RNA18628_R0	gene_776
Lhum_RNA5816_R4	gene_777
Lhum_RNA23850_R7	gene_778
Aech_RNA3680_R2	gene_779
Cbir_RNA25027_R1	gene_780
Sinv_RNA21962_R3	gene_781
Cbir_RNA16652_R9	gene_782
Lhum_RNA1041_R8	gene_783
Lhum_RNA6878_R3	gene_784
Mpha_RNA19809_R0	gene_785
Sinv_RNA18057_R0	gene_786
Lhum_RNA684_R0	gene_787
Lhum_RNA7850_R1	gene_788
Lhum_RNA685_R0	gene_789
Lhum_RNA12068_R3	gene_790
Mpha_RNA22823_R3	gene_791
Sinv_RNA12993_R2	gene_792
Lhum_RNA686_R0	gene_793
Sinv_RNA6293_R2	gene_794
Lhum_RNA1043_R2	gene_795
Cbir_RNA25344_R2	gene_796
Lhum_RNA690_R0	gene_797
Lhum_RNA692_R0	gene_798
Lhum_RNA693_R0	gene_799
Aech_RNA351_R7	gene_800
Lhum_RNA696_R0	gene_801
Lhum_RNA17703_R2	gene_802
Aech_RNA19585_R9	gene_803
Lhum_RNA698_R0	gene_804
Lhum_RNA700_R0	gene_805
Dqua_RNA20043_R0	gene_806
Nvit_RNA6505_R0	gene_807
Lhum_RNA697_R0	gene_808
Cbir_RNA25222_R0	gene_808
Lhum_RNA699_R0	gene_809
Lhum_RNA701_R0	gene_810
Lhum_RNA706_R0	gene_811
Lhum_RNA707_R0	gene_812
Sinv_RNA18308_R3	gene_813
Cbir_RNA23340_R6	gene_814
Lhum_RNA1371_R1	gene_815
Lhum_RNA1371_R4	gene_816
Sinv_RNA19796_R5	gene_817
Lhum_RNA7925_R5	gene_818
Aech_RNA17441_R2	gene_819
Lhum_RNA710_R0	gene_820
Sinv_RNA20308_R8	gene_821
Lhum_RNA2579_R8	gene_822
Lhum_RNA44_R6	gene_823
Lhum_RNA711_R0	gene_824
Lhum_RNA712_R0	gene_825
Dqua_RNA14792_R0	gene_825
Aech_RNA13582_R2	gene_825
Aech_RNA9926_R7	gene_826
Lhum_RNA714_R0	gene_827
Cbir_RNA10796_R9	gene_828
Lhum_RNA715_R0	gene_829
Lhum_RNA15980_R4	gene_830
Lhum_RNA5041_R5	gene_830
Lhum_RNA716_R0	gene_831
Sinv_RNA22159_R0	gene_831
Cbir_RNA156_R1	gene_832
Lhum_RNA23850_R9	gene_833
Sinv_RNA17467_R1	gene_834
Lhum_RNA718_R0	gene_835
Mpha_RNA17492_R7	gene_836
Sinv_RNA11287_R0	gene_837
Lhum_RNA1579_R7	gene_838
Lhum_RNA8568_R5	gene_839
Lhum_RNA4737_R1	gene_840
Lhum_RNA719_R0	gene_841
Dmel_RNA11009_R3	gene_842
Lhum_RNA721_R0	gene_843
Lhum_RNA723_R0	gene_844
Lhum_RNA2602_R7	gene_845
Sinv_RNA17663_R3	gene_846
Lhum_RNA726_R0	gene_847
Mpha_RNA52_R5	gene_848
Mpha_RNA18336_R9	gene_848
Lhum_RNA730_R0	gene_849
Sinv_RNA8733_R0	gene_849
Lhum_RNA734_R0	gene_850
Dqua_RNA21060_R0	gene_850
Lhum_RNA735_R0	gene_851
Lhum_RNA737_R0	gene_851
Lhum_RNA740_R0	gene_852
Lhum_RNA729_R0	gene_853
Lhum_RNA728_R0	gene_853
Dqua_RNA13951_R0	gene_853
Lhum_RNA732_R0	gene_854
Lhum_RNA731_R0	gene_854
Sinv_RNA4927_R0	gene_854
Lhum_RNA733_R0	gene_855
Lhum_RNA738_R0	gene_856
Lhum_RNA739_R0	gene_857
Cbir_RNA4374_R0	gene_857
Cbir_RNA4375_R0	gene_857
Lhum_RNA743_R0	gene_858
Lhum_RNA742_R0	gene_858
Mpha_RNA260_R0	gene_858
Mpha_RNA8803_R0	gene_858
Sinv_RNA523_R0	gene_858
Mpha_RNA1022_R1	gene_859
Lhum_RNA6884_R1	gene_860
Lhum_RNA7425_R2	gene_861
Lhum_RNA746_R0	gene_862
Sinv_RNA17708_R0	gene_863
Sinv_RNA20945_R0	gene_864
Sinv_RNA34_R0	gene_865
Nvit_RNA6094_R1	gene_866
Cbir_RNA24646_R1	gene_867
Cbir_RNA18165_R2	gene_868
Lhum_RNA750_R0	gene_869
Cbir_RNA7057_R0	gene_869
Cbir_RNA7055_R0	gene_869
Cbir_RNA7058_R0	gene_869
Lhum_RNA751_R0	gene_870
Sinv_RNA18494_R0	gene_870
Dqua_RNA22112_R7	gene_871
Amel_RNA7280_R0	gene_872
Cbir_RNA24625_R0	gene_872
Nvit_RNA474_R0	gene_872
Dmel_RNA12674_R0	gene_872
Dqua_RNA20631_R0	gene_873
Dqua_RNA18736_R0	gene_874
Lhum_RNA4726_R1	gene_874
Lhum_RNA18212_R2	gene_875
Lhum_RNA6962_R6	gene_876
Lhum_RNA2574_R9	gene_877
Sinv_RNA17377_R1	gene_878
Mpha_RNA1662_R2	gene_878
Cbir_RNA16652_R6	gene_879
Cbir_RNA18437_R6	gene_880
Sinv_RNA22015_R2	gene_881
Dqua_RNA1601_R7	gene_882
Lhum_RNA114_R9	gene_883
Lhum_RNA871_R9	gene_884
Cbir_RNA18450_R3	gene_885
Lhum_RNA759_R0	gene_886
Sinv_RNA20577_R0	gene_886
Lhum_RNA763_R0	gene_887
Mpha_RNA4493_R0	gene_887
Amel_RNA20345_R0	gene_887
Amel_RNA20346_R0	gene_887
Dmel_RNA26690_R0	gene_887
Lhum_RNA764_R0	gene_888
Lhum_RNA766_R0	gene_889
Lhum_RNA765_R0	gene_890
Lhum_RNA2108_R4	gene_891
Lhum_RNA2612_R2	gene_892
Lhum_RNA767_R0	gene_893
Lhum_RNA757_R0	gene_894
Nvit_RNA3764_R0	gene_894
Lhum_RNA758_R0	gene_895
Cbir_RNA18286_R0	gene_896
Nvit_RNA25408_R1	gene_897
Cbir_RNA20252_R9	gene_898
Cbir_RNA22748_R1	gene_899
Lhum_RNA770_R0	gene_900
Lhum_RNA2166_R1	gene_900
Lhum_RNA772_R0	gene_901
Lhum_RNA773_R0	gene_902
Mpha_RNA15987_R3	gene_903
Sinv_RNA18057_R1	gene_904
Dqua_RNA8872_R7	gene_905
Cbir_RNA14527_R0	gene_906
Lhum_RNA775_R0	gene_907
Lhum_RNA8569_R6	gene_908
Lhum_RNA9711_R0	gene_909
Lhum_RNA778_R0	gene_910
Lhum_RNA777_R0	gene_910
Lhum_RNA2505_R5	gene_911
Mpha_RNA10074_R3	gene_912
Lhum_RNA779_R0	gene_913
Sinv_RNA328_R4	gene_913
Lhum_RNA780_R0	gene_914
Sinv_RNA9668_R7	gene_915
Nvit_RNA2014_R0	gene_916
Lhum_RNA1003_R1	gene_917
Lhum_RNA458_R1	gene_918
Lhum_RNA783_R0	gene_919
Lhum_RNA9385_R1	gene_920
Lhum_RNA5741_R1	gene_921
Lhum_RNA2111_R2	gene_922
Lhum_RNA789_R0	gene_923
Sinv_RNA17570_R0	gene_924
Lhum_RNA804_R0	gene_925
Lhum_RNA4282_R2	gene_925
Lhum_RNA4283_R2	gene_925
Lhum_RNA110_R1	gene_925
Cbir_RNA14769_R0	gene_925
Lhum_RNA813_R0	gene_926
Lhum_RNA825_R0	gene_927
Nvit_RNA325_R0	gene_927
Lhum_RNA827_R0	gene_928
Aech_RNA9746_R0	gene_928
Dmel_RNA20740_R0	gene_928
Aech_RNA10154_R1	gene_928
Lhum_RNA828_R0	gene_929
Lhum_RNA830_R0	gene_930
Lhum_RNA831_R0	gene_931
Sinv_RNA17306_R0	gene_931
Mpha_RNA9867_R0	gene_931
Mpha_RNA22562_R0	gene_931
Sinv_RNA2252_R0	gene_931
Sinv_RNA14376_R0	gene_931
Lhum_RNA834_R0	gene_932
Dqua_RNA10489_R0	gene_932
Lhum_RNA842_R0	gene_933
Aech_RNA3166_R0	gene_934
Lhum_RNA791_R0	gene_935
Lhum_RNA793_R0	gene_936
Cbir_RNA14769_R4	gene_936
Cbir_RNA14768_R0	gene_937
Amel_RNA27706_R0	gene_938
Lhum_RNA807_R0	gene_939
Cbir_RNA14770_R0	gene_939
Lhum_RNA808_R0	gene_940
Lhum_RNA812_R0	gene_941
Mpha_RNA10370_R0	gene_941
Lhum_RNA811_R0	gene_942
Aech_RNA9719_R0	gene_942
Cbir_RNA14778_R0	gene_942
Lhum_RNA817_R0	gene_943
Lhum_RNA818_R0	gene_943
Mpha_RNA10367_R0	gene_943
Dqua_RNA11738_R1	gene_943
Dmel_RNA32774_R0	gene_943
Aech_RNA9731_R0	gene_944
Lhum_RNA824_R0	gene_945
Lhum_RNA826_R0	gene_946
Mpha_RNA20934_R0	gene_946
Nvit_RNA322_R0	gene_946
Dmel_RNA27545_R0	gene_946
Lhum_RNA829_R0	gene_947
Mpha_RNA20946_R0	gene_947
Lhum_RNA836_R0	gene_948
Cbir_RNA14679_R0	gene_948
Lhum_RNA846_R0	gene_949
Lhum_RNA847_R0	gene_950
Cbir_RNA24644_R3	gene_951
Sinv_RNA12992_R9	gene_952
Cbir_RNA22_R7	gene_953
Cbir_RNA20251_R8	gene_954
Aech_RNA9170_R7	gene_955
Mpha_RNA353_R0	gene_956
Lhum_RNA2253_R2	gene_957
Cbir_RNA18437_R9	gene_958
Sinv_RNA22015_R1	gene_959
Dmel_RNA14644_R0	gene_960
Lhum_RNA6974_R5	gene_961
Sinv_RNA20_R1	gene_962
Lhum_RNA851_R0	gene_963
Lhum_RNA7473_R1	gene_964
Lhum_RNA853_R0	gene_965
Cbir_RNA9720_R4	gene_966
Lhum_RNA858_R0	gene_967
Lhum_RNA856_R0	gene_967
Lhum_RNA857_R0	gene_967
Sinv_RNA20375_R0	gene_967
Nvit_RNA17873_R1	gene_967
Sinv_RNA18175_R2	gene_968
Dqua_RNA19852_R1	gene_969
Cbir_RNA25339_R1	gene_970
Mpha_RNA23182_R0	gene_971
Mpha_RNA2152_R0	gene_972
Sinv_RNA6464_R3	gene_973
Lhum_RNA864_R0	gene_974
Lhum_RNA867_R0	gene_975
Lhum_RNA38_R8	gene_976
Lhum_RNA865_R0	gene_977
Lhum_RNA868_R0	gene_978
Dmel_RNA23029_R4	gene_978
Aech_RNA20466_R8	gene_979
Lhum_RNA23902_R1	gene_980
Lhum_RNA871_R0	gene_981
Lhum_RNA870_R0	gene_982
Cbir_RNA16918_R4	gene_983
Lhum_RNA872_R0	gene_984
Aech_RNA20509_R3	gene_985
Sinv_RNA19025_R2	gene_986
Aech_RNA16095_R0	gene_987
Lhum_RNA874_R0	gene_988
Mpha_RNA18731_R0	gene_988
Lhum_RNA875_R0	gene_989
Lhum_RNA877_R0	gene_990
Cbir_RNA23069_R0	gene_990
Cbir_RNA23068_R0	gene_990
Nvit_RNA25661_R4	gene_991
Cbir_RNA24281_R0	gene_992
Sinv_RNA18175_R7	gene_993
Sinv_RNA12341_R4	gene_994
Sinv_RNA11768_R3	gene_995
Sinv_RNA17019_R4	gene_996
Sinv_RNA18175_R4	gene_997
Cbir_RNA17616_R2	gene_998
Sinv_RNA672_R7	gene_999
Nvit_RNA5765_R5	gene_1000
Sinv_RNA19839_R9	gene_1001
Dqua_RNA8631_R5	gene_1002
Sinv_RNA17995_R8	gene_1003
Lhum_RNA879_R0	gene_1004
Lhum_RNA880_R0	gene_1005
Sinv_RNA12040_R9	gene_1006
Nvit_RNA25680_R2	gene_1007
Nvit_RNA25661_R7	gene_1008
Sinv_RNA22048_R1	gene_1009
Sinv_RNA11768_R2	gene_1010
Nvit_RNA25625_R9	gene_1011
Lhum_RNA882_R0	gene_1012
Sinv_RNA17995_R2	gene_1013
Sinv_RNA9717_R6	gene_1014
Lhum_RNA7096_R1	gene_1015
Aech_RNA18614_R0	gene_1016
Lhum_RNA884_R0	gene_1017
Lhum_RNA885_R0	gene_1018
Cbir_RNA19579_R0	gene_1018
Lhum_RNA891_R0	gene_1019
Lhum_RNA892_R0	gene_1019
Lhum_RNA893_R0	gene_1019
Cbir_RNA16849_R0	gene_1020
Lhum_RNA890_R0	gene_1021
Lhum_RNA894_R0	gene_1022
Lhum_RNA895_R0	gene_1023
Cbir_RNA24352_R0	gene_1024
Lhum_RNA897_R0	gene_1025
Dmel_RNA13836_R7	gene_1025
Nvit_RNA2286_R8	gene_1025
Nvit_RNA19593_R5	gene_1026
Sinv_RNA18552_R7	gene_1027
Aech_RNA9149_R5	gene_1028
Cbir_RNA13355_R6	gene_1029
Lhum_RNA898_R0	gene_1030
Sinv_RNA20303_R1	gene_1031
Lhum_RNA899_R0	gene_1032
Lhum_RNA901_R0	gene_1033
Dmel_RNA24854_R0	gene_1033
Sinv_RNA21353_R1	gene_1034
Lhum_RNA903_R0	gene_1035
Cbir_RNA2408_R1	gene_1036
Sinv_RNA12811_R7	gene_1037
Lhum_RNA908_R0	gene_1038
Lhum_RNA911_R0	gene_1039
Lhum_RNA912_R0	gene_1040
Lhum_RNA5106_R6	gene_1041
Sinv_RNA12993_R7	gene_1042
Sinv_RNA19227_R9	gene_1043
Sinv_RNA19016_R1	gene_1044
Lhum_RNA916_R0	gene_1045
Cbir_RNA19359_R2	gene_1046
Dqua_RNA21303_R1	gene_1047
Lhum_RNA9601_R6	gene_1048
Sinv_RNA11768_R1	gene_1049
Cbir_RNA14523_R7	gene_1050
Sinv_RNA21137_R0	gene_1051
Dmel_RNA1901_R5	gene_1052
Lhum_RNA7849_R1	gene_1053
Lhum_RNA7925_R1	gene_1054
Lhum_RNA3466_R8	gene_1055
Lhum_RNA4067_R1	gene_1056
Lhum_RNA6972_R2	gene_1057
Lhum_RNA646_R8	gene_1058
Lhum_RNA13918_R1	gene_1059
Sinv_RNA6464_R1	gene_1060
Mpha_RNA2620_R8	gene_1061
Lhum_RNA4868_R2	gene_1062
Lhum_RNA917_R0	gene_1063
Lhum_RNA919_R0	gene_1064
Lhum_RNA920_R0	gene_1065
Lhum_RNA932_R0	gene_1066
Amel_RNA49_R0	gene_1066
Lhum_RNA939_R0	gene_1067
Amel_RNA14684_R0	gene_1068
Lhum_RNA921_R0	gene_1069
Lhum_RNA928_R0	gene_1070
Lhum_RNA929_R0	gene_1070
Lhum_RNA933_R0	gene_1071
Cbir_RNA16918_R8	gene_1072
Lhum_RNA940_R0	gene_1073
Lhum_RNA2185_R3	gene_1074
Sinv_RNA17957_R0	gene_1075
Lhum_RNA942_R0	gene_1076
Lhum_RNA943_R0	gene_1077
Lhum_RNA944_R0	gene_1078
Lhum_RNA945_R0	gene_1078
Aech_RNA15733_R0	gene_1078
Cbir_RNA22449_R0	gene_1078
Dmel_RNA981_R0	gene_1078
Lhum_RNA949_R0	gene_1079
Lhum_RNA954_R0	gene_1080
Sinv_RNA16173_R0	gene_1080
Dqua_RNA16706_R0	gene_1080
Lhum_RNA956_R0	gene_1081
Lhum_RNA964_R0	gene_1082
Lhum_RNA967_R0	gene_1083
Lhum_RNA974_R0	gene_1084
Mpha_RNA20790_R1	gene_1084
Amel_RNA154_R1	gene_1084
Lhum_RNA975_R0	gene_1085
Lhum_RNA982_R0	gene_1086
Dmel_RNA17529_R6	gene_1087
Aech_RNA1462_R0	gene_1088
Lhum_RNA988_R0	gene_1089
Lhum_RNA989_R0	gene_1089
Lhum_RNA992_R0	gene_1090
Nvit_RNA25488_R0	gene_1090
Lhum_RNA997_R0	gene_1091
Cbir_RNA14625_R0	gene_1091
Cbir_RNA14622_R0	gene_1091
Lhum_RNA1003_R0	gene_1092
Lhum_RNA20210_R9	gene_1093
Lhum_RNA950_R0	gene_1094
Mpha_RNA3232_R0	gene_1094
Mpha_RNA3231_R0	gene_1094
Cbir_RNA10018_R0	gene_1094
Aech_RNA1424_R0	gene_1094
Cbir_RNA10016_R0	gene_1094
Sinv_RNA14_R0	gene_1094
Lhum_RNA957_R0	gene_1095
Dqua_RNA16701_R0	gene_1095
Dmel_RNA202_R0	gene_1095
Lhum_RNA973_R0	gene_1096
Lhum_RNA977_R0	gene_1097
Lhum_RNA978_R0	gene_1098
Cbir_RNA15789_R0	gene_1098
Lhum_RNA983_R0	gene_1099
Amel_RNA10724_R0	gene_1099
Lhum_RNA986_R0	gene_1100
Lhum_RNA987_R0	gene_1101
Mpha_RNA10084_R1	gene_1101
Lhum_RNA990_R0	gene_1102
Aech_RNA1466_R0	gene_1102
Lhum_RNA991_R0	gene_1103
Lhum_RNA996_R0	gene_1104
Lhum_RNA1001_R0	gene_1105
Dmel_RNA7260_R0	gene_1105
Dqua_RNA21103_R0	gene_1106
Mpha_RNA17674_R9	gene_1107
Lhum_RNA3927_R3	gene_1108
Mpha_RNA19935_R0	gene_1109
Lhum_RNA1010_R0	gene_1110
Cbir_RNA20249_R3	gene_1111
Nvit_RNA16031_R6	gene_1112
Lhum_RNA1013_R0	gene_1113
Nvit_RNA25802_R8	gene_1114
Mpha_RNA14043_R4	gene_1115
Dmel_RNA20706_R6	gene_1116
Lhum_RNA916_R6	gene_1117
Lhum_RNA1015_R0	gene_1118
Cbir_RNA4941_R7	gene_1119
Lhum_RNA1017_R0	gene_1120
Lhum_RNA1041_R5	gene_1121
Nvit_RNA24651_R9	gene_1122
Sinv_RNA18172_R1	gene_1123
Lhum_RNA1019_R0	gene_1124
Cbir_RNA17843_R0	gene_1125
Lhum_RNA4867_R2	gene_1126
Lhum_RNA8219_R1	gene_1126
Lhum_RNA5106_R3	gene_1127
Lhum_RNA1025_R0	gene_1128
Amel_RNA4655_R4	gene_1128
Lhum_RNA1032_R0	gene_1129
Sinv_RNA5155_R2	gene_1129
Mpha_RNA4608_R1	gene_1129
Cbir_RNA1645_R3	gene_1129
Dqua_RNA23024_R3	gene_1129
Cbir_RNA17610_R2	gene_1129
Lhum_RNA11631_R5	gene_1129
Cbir_RNA18714_R2	gene_1129
Sinv_RNA21915_R4	gene_1129
Lhum_RNA1900_R7	gene_1129
Sinv_RNA19129_R0	gene_1129
Cbir_RNA25229_R0	gene_1129
Cbir_RNA18427_R3	gene_1129
Lhum_RNA1033_R0	gene_1130
Lhum_RNA19908_R4	gene_1130
Sinv_RNA5155_R1	gene_1130
Mpha_RNA4608_R2	gene_1130
Cbir_RNA1645_R5	gene_1130
Lhum_RNA11631_R3	gene_1130
Aech_RNA9754_R1	gene_1130
Aech_RNA14959_R4	gene_1130
Cbir_RNA18714_R4	gene_1130
Sinv_RNA19129_R2	gene_1130
Cbir_RNA18424_R4	gene_1130
Cbir_RNA25229_R5	gene_1130
Mpha_RNA1515_R9	gene_1130
Cbir_RNA20252_R4	gene_1131
Cbir_RNA22122_R0	gene_1132
Lhum_RNA2212_R2	gene_1133
Lhum_RNA1035_R0	gene_1134
Lhum_RNA15099_R4	gene_1135
Dqua_RNA3538_R1	gene_1136
Lhum_RNA1371_R2	gene_1137
Lhum_RNA1037_R1	gene_1138
Lhum_RNA1038_R1	gene_1138
Sinv_RNA218_R5	gene_1139
Sinv_RNA6464_R2	gene_1140
Lhum_RNA1039_R0	gene_1141
Lhum_RNA8569_R2	gene_1142
Nvit_RNA26347_R1	gene_1143
Sinv_RNA9715_R1	gene_1144
Dqua_RNA14726_R1	gene_1145
Lhum_RNA23913_R1	gene_1146
Lhum_RNA6974_R2	gene_1147
Sinv_RNA5203_R0	gene_1148
Lhum_RNA1040_R0	gene_1149
Lhum_RNA1041_R0	gene_1150
Lhum_RNA1579_R3	gene_1151
Mpha_RNA246_R8	gene_1152
Cbir_RNA22122_R1	gene_1153
Lhum_RNA4916_R7	gene_1154
Cbir_RNA1048_R8	gene_1155
Lhum_RNA14276_R1	gene_1156
Lhum_RNA22924_R3	gene_1156
Lhum_RNA916_R3	gene_1157
Sinv_RNA19974_R2	gene_1158
Lhum_RNA2181_R9	gene_1159
Cbir_RNA16922_R4	gene_1160
Cbir_RNA7813_R0	gene_1161
Lhum_RNA1043_R0	gene_1162
Lhum_RNA1044_R0	gene_1163
